word1;word2;n
shared;crispy;  1
shared;dumplings;  1
shared;entree;  1
shared;experience;  1
shared;family;  1
shared;fore;  1
shared;hutong;  1
shared;it’s;  1
shared;lots;  1
shared;main;  1
shared;mains;  1
shared;ownership;  1
shared;peking;  1
shared;plates;  1
shared;pork;  1
shared;service;  1
shared;sizzling;  1
shared;spicy;  1
shared;starter;  1
shared;starters;  1
shared;suitable;  1
shared;there’s;  1
shares;restrooms;  1
shock;atmosphere;  1
shocked;surely;  1
shocking;experience;  1
shocking;newsweek;  1
shocking;plenty;  1
shoot;fish;  1
shoot;sautéed;  1
shoot;service;  1
shoot;waitress;  1
shoot;wrap;  1
shortage;experienced;  1
significance;totally;  1
significant;amount;  1
significant;anniversary;  1
significant;birthday;  1
significant;complaint;  1
significant;difference;  1
significant;error;  1
significant;expectation;  1
significant;milestone;  1
significant;portion;  1
significant;tables;  1
silly;cheap;  1
silly;expensive;  1
silly;spicy;  1
sincere;apologies;  1
sincere;care;  1
sincere;guy;  1
sincere;hospitality;  1
sincere;true;  1
sincere;warm;  1
sincerely;provided;  1
sincerely;recommend;  1
sincerely;understand;  1
sincerest;apologies;  1
sincerest;smile;  1
sincerity;food;  1
sinful;supper;  1
slick;fantastic;  1
slick;professional;  1
smart;attentive;  1
smart;chinese;  1
smart;fast;  1
smart;inovative;  1
smart;multi;  1
smart;phones;  1
smart;policy;  1
smart;pre;  1
smart;quick;  1
smart;sophisticated;  1
smile;abrupt;  1
smile;brought;  1
smile;deep;  1
smile;fabulous;  1
smile;ginby;  1
smile;girl;  1
smile;happily;  1
smile;helpful;  1
smile;noodles;  1
smile;pleasant;  1
smile;sweet;  1
smile;talk;  1
smile;tim;  1
smile;true;  1
smile;we’re;  1
smiled;turnip;  1
smiles;aplenty;  1
smiles;assistant;  1
smiles;dynasty;  1
smiles;food;  1
smiles;unlike;  1
smiles;view;  1
smiling;barely;  1
smiling;ear;  1
smiling;female;  1
smiling;friendly;  1
smiling;polite;  1
smiling;service;  1
smiling;waitresses;  1
sneaky;feeling;  1
solid;attentive;  1
solid;cheap;  1
solid;choices;  1
solid;cooking;  1
solid;delicious;  1
solid;dependable;  1
solid;inexpensive;  1
solid;nonetheless;  1
solid;recommendation;  1
solid;restaurant;  1
solid;selection;  1
solid;simply;  1
solid;vegetable;  1
solid;wonderful;  1
solved;discount;  1
soothing;ambience;  1
soothing;atmosphere;  1
soothing;combinations;  1
sophisticated;ambiance;  1
sophisticated;atmosphere;  1
sophisticated;chinise;  1
sophisticated;city;  1
sophisticated;cuisine;  1
sophisticated;delicious;  1
sophisticated;dimsum;  1
sophisticated;dishes;  1
sophisticated;highly;  1
sophisticated;interior;  1
sophisticated;locals;  1
sophisticated;luxurious;  1
sophisticated;pallet;  1
sophisticated;prices;  1
sophisticated;relaxed;  1
sophisticated;service;  1
sophisticated;staff;  1
sophisticated;staffa;  1
sophisticated;unique;  1
sophisticated;venue;  1
sore;feet;  1
sore;stomach;  1
sore;thumbs;  1
sorry;4s;  1
sorry;food;  1
sorry;frankly;  1
sorry;grandma;  1
sorry;hill;  1
sorry;mott;  1
sorry;quality;  1
sorry;sir;  1
spam;review;  1
sparkling;crystal;  1
sparkling;experience;  1
sparkling;french;  1
sparkling;lights;  1
sparkling;mineral;  1
sparkling;question;  1
sparkling;recognition;  1
sparkling;tap;  1
sparkling;white;  1
sparkling;wine;  1
spirit;2;  1
spirit;arrived;  1
spirit;bar;  1
spirit;beat;  1
spirit;food;  1
spirit;upstairs;  1
spiritless;sevice;  1
splendid;beautifully;  1
splendid;chinese;  1
splendid;experience;  1
splendid;lunch;  1
splendid;quality;  1
splendid;service;  1
stall;compliments;  1
stall;sell;  1
starving;late;  1
starving;time;  1
stimulate;human's;  1
stop;admiring;  1
stop;ahead;  1
stop;apologizing;  1
stop;bus;  1
stop;chatter;  1
stop;dessert;  1
stop;giving;  1
stop;jasmine;  1
stop;marveling;  1
stop;raving;  1
stop;reading;  1
stop;replenish;  1
stop;serves;  1
stop;servicing;  1
stop;taxi;  1
stop;telephone;  1
stop;vibe;  1
stop;visiting;  1
stop;walk;  1
stopped;5;  1
stopped;briefly;  1
stopped;immediately;  1
stopped;inside;  1
stopped;offering;  1
stopped;pouring;  1
stopped;providing;  1
stopped;serving;  1
stopped;speaking;  1
stopped;talking;  1
straight;line;  1
straight;outnof;  1
straight;passing;  1
straight;past;  1
straight;till;  1
strange;answers;  1
strange;approach;  1
strange;beers;  1
strange;chicken;  1
strange;city;  1
strange;combinations;  1
strange;dishes;  1
strange;feelings;  1
strange;fish;  1
strange;flavors;  1
strange;food;  1
strange;fruit;  1
strange;huge;  1
strange;interaction;  1
strange;jelly;  1
strange;location;  1
strange;manner;  1
strange;meals;  1
strange;milk;  1
strange;mix;  1
strange;piece;  1
strange;snafu;  1
strange;soupy;  1
strange;super;  1
strange;texture;  1
strangely;lacks;  1
strangely;moorish;  1
strangely;paced;  1
strangely;reasonable;  1
strength;lies;  1
strength;selling;  1
strong;2;  1
strong;accent;  1
strong;argument;  1
strong;artificial;  1
strong;beef;  1
strong;cha;  1
strong;chilli;  1
strong;cocktails;  1
strong;combination;  1
strong;contender;  1
strong;credit;  1
strong;cultural;  1
strong;essence;  1
strong;fish;  1
strong;flavour;  1
strong;flavoured;  1
strong;flavours;  1
strong;garlic;  1
strong;knowledge;  1
strong;lamb;  1
strong;levels;  1
strong;mostard;  1
strong;oil;  1
strong;pan;  1
strong;peking;  1
strong;plastic;  1
strong;pork;  1
strong;pork's;  1
strong;porky;  1
strong;portuguese;  1
strong;positive;  1
strong;recommendation;  1
strong;recommendations;  1
strong;scented;  1
strong;servers;  1
strong;shark's;  1
strong;smells;  1
strong;smoky;  1
strong;spice;  1
strong;spicy;  1
strong;tangerine;  1
strong;taro;  1
strong;white;  1
stronger;i.e;  1
stronger;texture;  1
stronger;yuzu;  1
strongest;quality;  1
struck;gold;  1
struggle;dim;  1
struggled;manfully;  1
stunning;antique;  1
stunning;art;  1
stunning;artworks;  1
stunning;backdrop;  1
stunning;believed;  1
stunning;book;  1
stunning;building;  1
stunning;cocktails;  1
stunning;colonial;  1
stunning;contrary;  1
stunning;dark;  1
stunning;deco;  1
stunning;decoration;  1
stunning;deserts;  1
stunning;design;  1
stunning;dish;  1
stunning;dumplings;  1
stunning;elegant;  1
stunning;environment;  1
stunning;evening;  1
stunning;fresh;  1
stunning;freshness;  1
stunning;gastronomic;  1
stunning;harbourside;  1
stunning;highly;  1
stunning;i’ll;  1
stunning;interior;  1
stunning;late;  1
stunning;lighting;  1
stunning;menu;  1
stunning;nice;  1
stunning;night;  1
stunning;outlook;  1
stunning;perfect;  1
stunning;possibly;  1
stunning;restaurant;  1
stunning;set;  1
stunning;sight;  1
stunning;sights;  1
stunning;simplicity;  1
stunning;skyline;  1
stunning;soups;  1
stunning;space;  1
stunning;specially;  1
stunning;staff;  1
stunning;table;  1
stunning;that’s;  1
stunning;victoria;  1
stunning;vies;  1
stunning;vista;  1
stunning;voluminous;  1
stunning;window;  1
stunning;wine;  1
stunning;wines;  1
stupid;answer;  1
stupid;boy’s;  1
stupid;rule;  1
stupid;staff;  1
stupidly;expensive;  1
suave;delicious;  1
substantial;amount;  1
substantial;bill;  1
substantial;mark;  1
substantial;pancake;  1
substantial;price;  1
substantial;quality;  1
substantial;snack;  1
substantial;theatre;  1
success;based;  1
success;memories;  1
success;story;  1
success;tip;  1
successful;dish;  1
successful;food;  1
successful;formula;  1
successful;it’s;  1
successful;lunch;  1
successful;maximizing;  1
successful;meal;  1
successful;professionals;  1
successful;trip;  1
super;annoying;  1
super;aswell;  1
super;atmosphere;  1
super;bargain;  1
super;bland;  1
super;bon;  1
super;bouncy;  1
super;cantonese;  1
super;char;  1
super;city;  1
super;cloudy;  1
super;commercial;  1
super;concentrate;  1
super;consistent;  1
super;crammed;  1
super;crowed;  1
super;crunchy;  1
super;delicate;  1
super;dependant;  1
super;dinner;  1
super;disappointing;  1
super;duck;  1
super;duper;  1
super;excited;  1
super;experience;  1
super;familiar;  1
super;fancy;  1
super;flavoured;  1
super;fluffy;  1
super;generous;  1
super;gourmet;  1
super;gracious;  1
super;hard;  1
super;helpful.the;  1
super;hero;  1
super;hip;  1
super;hot;  1
super;huge;  1
super;innovative;  1
super;interior;  1
super;juicy;  1
super;kind.gab;  1
super;light;  1
super;lively;  1
super;loud;  1
super;love;  1
super;luxury;  1
super;markets;  1
super;noodles;  1
super;oily;  1
super;popular;  1
super;posh;  1
super;pricey;  1
super;pro;  1
super;quickly;  1
super;recommendations;  1
super;relaxing;  1
super;rude;  1
super;selection;  1
super;sized;  1
super;sleek;  1
super;slick;  1
super;slow;  1
super;speedy;  1
super;stars;  1
super;sticky;  1
super;strong;  1
super;stylish;  1
super;suggestions;  1
super;sweet;  1
super;table;  1
super;tasting;  1
super;time;  1
super;typhoon;  1
super;unique;  1
super;wealthy;  1
super;wide;  1
super;wine;  1
superb;1;  1
superb;absolutely;  1
superb;add;  1
superb;asian;  1
superb;astonishing;  1
superb;ate;  1
superb;attentive;  1
superb;australian;  1
superb;bathrooms;  1
superb;beef;  1
superb;belly;  1
superb;bookings;  1
superb;build;  1
superb;champagne;  1
superb;chefs;  1
superb;chicken;  1
superb;choice;  1
superb;cod;  1
superb;collection;  1
superb;combination;  1
superb;cooking;  1
superb;courses;  1
superb;crabmeat;  1
superb;culinary;  1
superb;customer;  1
superb;daisy;  1
superb;deal;  1
superb;delicate;  1
superb;design;  1
superb;dishes;  1
superb;dtf;  1
superb;duck;  1
superb;evening;  1
superb;excellent;  1
superb;exceptional;  1
superb;extremely;  1
superb;fantastic;  1
superb;fast;  1
superb;fiery;  1
superb;flavor;  1
superb;freshly;  1
superb;gluten;  1
superb;huge;  1
superb;i’m;  1
superb;ingredient;  1
superb;joanna;  1
superb;job;  1
superb;lightly;  1
superb;location;  1
superb;meals;  1
superb;menu;  1
superb;menus;  1
superb;mushroom;  1
superb;nice;  1
superb;noise;  1
superb;noodle;  1
superb;offering;  1
superb;option;  1
superb;panacota;  1
superb;perfect;  1
superb;pink;  1
superb;pork;  1
superb;prawns;  1
superb;professional;  1
superb;quick;  1
superb;quietly;  1
superb;range;  1
superb;recommendations;  1
superb;recommended;  1
superb;reputation;  1
superb;request;  1
superb;restarunt;  1
superb;restaurants;  1
superb;roast;  1
superb;setting;  1
superb;sevice;  1
superb;signature;  1
superb;sums;  1
superb;surroundings;  1
superb;tea;  1
superb;total;  1
superb;traditional;  1
superb;treat;  1
superb;vegetarian;  1
superb;warm;  1
superb;wonderful;  1
superb;yum;  1
superior;baked;  1
superior;bird’s;  1
superior;broth;  1
superior;cuisine;  1
superior;dim;  1
superior;experience;  1
superior;ingredients;  1
superior;level;  1
superior;resturant;  1
superior;standard;  1
superior;vinegar;  1
support;beams;  1
support;hire;  1
support;roles;  1
surviving;hong;  1
suspect;hutong;  1
suspect;picking;  1
suspects;fast;  1
sweet;act;  1
sweet;ans;  1
sweet;aroma;  1
sweet;barbecued;  1
sweet;braised;  1
sweet;bread;  1
sweet;briny;  1
sweet;broth;  1
sweet;center;  1
sweet;cha;  1
sweet;char;  1
sweet;cherry;  1
sweet;chestnut;  1
sweet;chilled;  1
sweet;combination;  1
sweet;confection;  1
sweet;crabmeat;  1
sweet;crusty;  1
sweet;custard;  1
sweet;deliciousness;  1
sweet;dinner;  1
sweet;dish;  1
sweet;dough;  1
sweet;due;  1
sweet;dumplins;  1
sweet;dusting;  1
sweet;dynasty;  1
sweet;egg;  1
sweet;feel;  1
sweet;flavour;  1
sweet;flesh;  1
sweet;fluorescent;  1
sweet;foods;  1
sweet;fresh;  1
sweet;glaze;  1
sweet;green;  1
sweet;heaven;  1
sweet;helpful;  1
sweet;inside;  1
sweet;item;  1
sweet;juicy;  1
sweet;lady;  1
sweet;lotus;  1
sweet;meal;  1
sweet;meat;  1
sweet;meaty;  1
sweet;menu;  1
sweet;meringue;  1
sweet;mustard;  1
sweet;note;  1
sweet;notes;  1
sweet;nothings;  1
sweet;oatmeal;  1
sweet;osmanthus;  1
sweet;outer;  1
sweet;peanut;  1
sweet;people;  1
sweet;pepper;  1
sweet;pickled;  1
sweet;pig;  1
sweet;pigs;  1
sweet;plate;  1
sweet;potato;  1
sweet;potatos;  1
sweet;prawn;  1
sweet;preserved;  1
sweet;pudding;  1
sweet;pumpkin;  1
sweet;rajma;  1
sweet;rice;  1
sweet;roasted;  1
sweet;sadly;  1
sweet;salty;  1
sweet;sauces;  1
sweet;savory;  1
sweet;savoury;  1
sweet;selection;  1
sweet;service;  1
sweet;services;  1
sweet;shredded;  1
sweet;smiling;  1
sweet;snow;  1
sweet;soya;  1
sweet;spanish;  1
sweet;spice;  1
sweet;stuff;  1
sweet;succulent;  1
sweet;sugary;  1
sweet;talker;  1
sweet;tasted;  1
sweet;texture;  1
sweet;time;  1
sweet;topped;  1
sweet;topping;  1
sweet;touch;  1
sweet;treat;  1
sweet;turnip;  1
sweet;unlike;  1
sweet;versions;  1
sweet;wasabi;  1
sweet;white;  1
sweet;wine;  1
sweet;wontons;  1
swift;efficient;  1
swift;polite;  1
swift;turnover;  1
swiftly;removed;  1
sympathetic;friendly;  1
sympathetic;smile;  1
tender;2;  1
tender;abalone;  1
tender;ahh;  1
tender;cd;  1
tender;cheong;  1
tender;chicken;  1
tender;cooked;  1
tender;crab;  1
tender;crisp;  1
tender;crunchiness;  1
tender;dumplings;  1
tender;fillet;  1
tender;filling;  1
tender;firm;  1
tender;flavours;  1
tender;french;  1
tender;greens;  1
tender;honey;  1
tender;iberian;  1
tender;iberico;  1
tender;imo;  1
tender;lobster;  1
tender;lovely;  1
tender;matching;  1
tender;meaty;  1
tender;minced;  1
tender;mini;  1
tender;mushy;  1
tender;noodles;  1
tender;pak;  1
tender;pieces;  1
tender;portion;  1
tender;prawns;  1
tender;sauce;  1
tender;sautéed;  1
tender;seafood;  1
tender;sharp;  1
tender;shoots;  1
tender;sliced;  1
tender;slices;  1
tender;steam;  1
tender;sweet;  1
tender;taro;  1
tender;texture;  1
tender;tofu;  1
tender;unlike;  1
tender;wrappers;  1
terrible;1;  1
terrible;ambiance;  1
terrible;basic;  1
terrible;cantonese;  1
terrible;carrot;  1
terrible;checking;  1
terrible;chicken;  1
terrible;cold;  1
terrible;conversion;  1
terrible;didnt;  1
terrible;eating;  1
terrible;establishment;  1
terrible;exchange;  1
terrible;experiences;  1
terrible;fishy;  1
terrible;lighting;  1
terrible;memories;  1
terrible;noise;  1
terrible;personal;  1
terrible;recommedation;  1
terrible;roadside;  1
terrible;server;  1
terrible;shame;  1
terrible;signage;  1
terrible;soup;  1
terrible;stark;  1
terrible;tasteless;  1
terrible;thick;  1
terrible;tonight;  1
terrible;waste;  1
terrible;weather;  1
terribly;attitudey;  1
terribly;care;  1
terribly;crowded;  1
terribly;delicious;  1
terribly;disappointed;  1
terribly;fishy;  1
terribly;imaginative;  1
terribly;pretentious;  1
terribly;unique;  1
terrific;assortment;  1
terrific;awesome;  1
terrific;barbecue;  1
terrific;cuisine;  1
terrific;dim;  1
terrific;dish;  1
terrific;environment;  1
terrific;experience;  1
terrific;fast;  1
terrific;friendly;  1
terrific;happy;  1
terrific;harbour;  1
terrific;highly;  1
terrific;lit;  1
terrific;needless;  1
terrific;overview;  1
terrific;people;  1
terrific;price;  1
terrific;quality;  1
terrific;restaurants;  1
terrific;standards;  1
terrific;weather;  1
terrific;worth;  1
thank;flora;  1
thank;gab;  1
thank;ginby;  1
thank;girl;  1
thank;john;  1
thank;leo;  1
thank;lisa;  1
thank;ms;  1
thank;winkle;  1
thanks;absolutely;  1
thanks;amanita;  1
thanks;ann;  1
thanks;dan;  1
thanks;donald;  1
thanks;earyen;  1
thanks;eric;  1
thanks;gooooooooooooooood;  1
thanks;henry;  1
thanks;hin;  1
thanks;hua;  1
thanks;jacqui;  1
thanks;jayson;  1
thanks;kababayans;  1
thanks;mott;  1
thanks;note;  1
thanks;pansy;  1
thanks;patisserie;  1
thanks;rayman;  1
thanks;ritz;  1
thanks;trip;  1
thanks;tripadvisor;  1
thanks;viki;  1
thanks;warm;  1
thanks;welly;  1
thanks;wu's;  1
thoughtful;exchanges;  1
thoughtful;food;  1
thoughtful;improvising;  1
thoughtful;lunch;  1
thoughtful;merry;  1
thoughtful;mind;  1
thoughtful;traditional;  1
threat;friends;  1
thrilled;food;  1
thrilled;highly;  1
tired;dated;  1
tired;dimsum;  1
tired;feet;  1
tolerant;person;  1
top;2;  1
top;20;  1
top;4;  1
top;50;  1
top;absolutely;  1
top;addresses;  1
top;ceo;  1
top;chablis;  1
top;char;  1
top;chef;  1
top;chefs;  1
top;choices;  1
top;class.the;  1
top;cleanest;  1
top;consideration;  1
top;culinery;  1
top;dimsum;  1
top;dining;  1
top;dish;  1
top;dondon;  1
top;drawer;  1
top;dumplings;  1
top;eating;  1
top;favourites;  1
top;foodie;  1
top;fresh;  1
top;friendly;  1
top;graded;  1
top;hotels;  1
top;joint;  1
top;league;  1
top;london;  1
top;meal;  1
top;meals;  1
top;motivated;  1
top;names;  1
top;nice;  1
top;notch.deserving;  1
top;noth;  1
top;pineapple;  1
top;price;  1
top;prices;  1
top;ranks;  1
top;raw;  1
top;recommendations;  1
top;recommends;  1
top;restaraunt;  1
top;ridiculous;  1
top;roast;  1
top;roasted;  1
top;sort;  1
top;staff;  1
top;standard;  1
top;stir;  1
top;suck;  1
top;tasty;  1
top;team;  1
top;theatrical;  1
top;trained;  1
top;tripadvisor;  1
top;upscale;  1
top;wagyu;  1
top;xlb;  1
tops;anymore;  1
tops;living;  1
tops;shorts;  1
tops;trainers;  1
torn;jeans;  1
touted;barbecue;  1
touted;controversies;  1
touted;michelin;  1
tranquil;ambience;  1
tranquil;oasis;  1
tranquil;restaurant;  1
trap;cool;  1
trap;tina;  1
trap;waste;  1
trapped;inside;  1
treasure;congrats;  1
treasure;dim;  1
treasure;hunting;  1
treasure;love;  1
treasure;rolls;  1
treasure;sg;  1
treasure;wrap;  1
treasures;dynasty's;  1
treasures;roast;  1
triumph;nice;  1
trouble;chai;  1
trouble;choosing;  1
trouble;communicating;  1
trouble;deciding;  1
trouble;eating;  1
trouble;free;  1
trouble;hotel;  1
trouble;including;  1
trouble;negotiating;  1
trouble;note;  1
trouble;reading;  1
trouble;sampling;  1
trouble;telling;  1
true;5;  1
true;6;  1
true;amazing;  1
true;ambassadorial;  1
true;asian;  1
true;asian.we;  1
true;assets;  1
true;authentic;  1
true;chines;  1
true;culinary;  1
true;diamond;  1
true;experience;  1
true;finedining;  1
true;food;  1
true;foodie;  1
true;gem;  1
true;greatness;  1
true;haven;  1
true;hk;  1
true;impression;  1
true;luxury;  1
true;mandarin;  1
true;nice;  1
true;noisy;  1
true;respect;  1
true;ritz;  1
true;service;  1
true;sichuan;  1
true;sommelier;  1
true;surprises;  1
true;szechuan;  1
true;tastes;  1
true;top;  1
true;treat;  1
true;truth;  1
true;vegetarian;  1
true;vintage;  1
true;winner;  1
true;wow;  1
trusted;map;  1
trusted;source;  1
trusted;trip;  1
trusted;tripadvisor;  1
ugly;neighbourhood;  1
ugly;surroundings;  1
unacceptable;advice;  1
unacceptable;facet;  1
unacceptable;lastly;  1
unbelievable;10;  1
unbelievable;102;  1
unbelievable;11;  1
unbelievable;17;  1
unbelievable;adventure;  1
unbelievable;amount;  1
unbelievable;cheap;  1
unbelievable;cross;  1
unbelievable;expert;  1
unbelievable;flavours;  1
unbelievable;location;  1
unbelievable;service;  1
unbelievable;setting;  1
unbelievable;spicy;  1
unbelievable;view;  1
unbelievable;worth;  1
uncomfortable;2;  1
uncomfortable;chairs;  1
uncomfortable;experience;  1
uncomfortable;lunch;  1
uncomfortable;night;  1
uncomfortable;quarters;  1
uncomfortable;quickly;  1
uncomfortable;requested;  1
uncomfortable;seats;  1
uncomfortable;wooden;  1
unfair;rate;  1
unfair;restaurant;  1
unimpressed;e.g;  1
unimpressed;palates;  1
united;kingdom;  1
unmatched;view;  1
